,index,country,year,co2,population,gdp,primary_energy_consumption,Coal Production - TWh,Oil Consumption - TWh,Coal Consumption - TWh,Cars Produced - Thousands
30,82,China,1981,1476.488,1014022211.0,1949955282000.0,4790.988,3614.604,960.4063822222222,3.6209623583333332,U
31,83,China,1982,1606.585,1027948989.0,2128597968000.0,5002.704,3874.5345,950.9188161111113,3.823542963888889,0
32,84,China,1983,1694.217,1042431401.0,2278862376000.0,5324.027,4154.8175,971.9111505555557,4.0529057,0
33,85,China,1984,1844.828,1058171973.0,2534000300000.0,5712.497,4589.198,1007.7962963888888,4.463375055555556,0
34,86,China,1985,1998.083,1075589363.0,2752673760000.0,6178.478,5072.4245,1055.259253888889,4.553597330555556,0
35,87,China,1986,2104.213,1095014106.0,2931538920000.0,6475.321,5198.61,1122.5739988888888,4.747747538888889,0
36,88,China,1987,2257.739,1116095475.0,3177306585000.0,6983.141,5396.9015,1193.055565,5.07222855,0
37,89,China,1988,2425.894,1137724234.0,3354463350000.0,7500.799,5698.1185,1282.6026997222225,5.429721027777777,0
38,90,China,1989,2463.654,1158357393.0,3380560300000.0,7870.667,6130.173,1343.1707955555555,5.529846919444444,0
39,91,China,1990,2484.855,1176883681.0,3385121670000.0,7972.531,6279.519644444445,1331.5683305555556,6.081645752777778,0
40,92,China,1991,2606.096,1192897277.0,3508947838839.58,8375.788,6323.265888888889,1439.6677675,5.835234902777778,709.0
41,93,China,1992,2730.788,1206711243.0,3755037488097.59,8820.231,6491.749699999999,1565.881279166667,6.0222427750000005,0
42,94,China,1993,2921.651,1218817059.0,4126169580711.49,9497.178,6691.146049999999,1730.6695080555555,6.438652922222222,0
43,95,China,1994,3100.002,1230020026.0,4438753432049.77,10081.194,7210.024313888889,1754.1200030555556,6.909125677777777,1353.0
44,96,China,1995,3357.909,1240920539.0,4810000052949.3,10390.963,7912.650763888889,1900.1698066666668,7.632887880555555,1435.0
45,97,China,1996,3503.234,1251636178.0,5127589667244.04,10932.141,8121.80701111111,2082.869347777778,7.761867558333333,1466.0
46,98,China,1997,3510.169,1261996017.0,5291338890182.24,10995.762,8068.494508333333,2273.275080833333,7.5020065083333325,1578.0
47,99,China,1998,3360.455,1271982349.0,5338703047530.52,11010.818,7745.746308333333,2335.3745377777777,7.636972525,1628.0
48,100,China,1999,3350.34,1281514833.0,5578502931607.12,11396.786,7931.6443,2485.169459166667,7.6449519694444446,1805.0
49,101,China,2000,3439.152,1290550767.0,5952682333616.4,11792.554,8226.111591666666,2661.136997222222,7.824111188888889,2009.0
50,102,China,2001,3514.934,1299129747.0,6329737195923.64,12456.115,8715.22973888889,2720.8675927777776,8.239183133333334,2331.776
51,103,China,2002,3872.595,1307352256.0,6814493761716.04,13567.957,9307.321841666666,2938.008313888889,8.904888047222222,3251.225
52,104,China,2003,4545.014,1315303522.0,7248622636565.2,15798.685,10994.301994444444,3271.5244583333333,10.614167911111112,4443.686
53,105,China,2004,5223.755,1323084639.0,7830953031578.61,18484.936,12873.730019444443,3820.0719694444447,12.270721097222223,5070.527
54,106,China,2005,5876.555,1330776380.0,8602939916574.9,21000.495,14440.990188888887,3886.774544444445,14.102232991666666,5668.163
55,107,China,2006,6488.804,1338408644.0,9489543138171.92,23022.389,15449.55418611111,4174.974463888889,15.683791927777778,7566.233
56,108,China,2007,6978.612,1345993891.0,10358205936544.4,25024.414,16738.864930555555,4381.042547222222,17.182822255555557,8885.461
57,109,China,2008,7496.832,1353569480.0,10799148330075.5,25956.957,17349.282741666666,4469.1302444444445,17.488486416666667,9233.29
58,110,China,2009,7886.533,1361169410.0,11572543696066.6,27089.785,17885.351891666665,4637.320094444444,18.83586044722222,13648.553
59,111,China,2010,8616.653,1368810604.0,12858807596962.2,28967.802,19367.24898888889,5275.544380555556,20.819195161111114,18264.667
60,112,China,2011,9528.556,1376497633.0,13673158858296.0,31261.361,21535.06720833333,5467.327188888889,22.67496750277778,18418.876
61,113,China,2012,9775.622,1384206408.0,14358127033560.0,32512.623,21789.30283333333,5731.219008333333,23.027610030555557,19271.808
62,114,China,2013,9952.744,1391883335.0,15304426254912.0,33715.209,22034.135552777778,5982.918830555555,23.743987247222222,22116.825
63,115,China,2014,9985.583,1399453966.0,16220856758000.0,34499.453,21680.76276388889,6218.294911111111,23.831354174999998,23722.89
64,116,China,2015,9848.42,1406847868.0,16710945546908.0,34826.942,21273.959438888887,6732.650186111111,23.31123103611111,24503.326
65,117,China,2016,9720.444,1414049353.0,17255473242506.0,35264.122,19671.23181111112,6961.925880555556,22.370055011111113,28118.794
66,118,China,2017,9920.459,1421021794.0,17575081415360.1,36342.177,20326.109319444444,7278.487461111111,22.720871813888888,29015.633
67,119,China,2018,10289.99,1427647789.0,18151620437216.0,37714.113,21352.949933333333,7517.874591666667,23.532450005555557,27809.196
68,120,China,2019,10489.989,1433783692.0,0.0,39360.925,22154.43870833333,7759.732538888888,24.150059338888887,25720.665
69,121,China,2020,10667.887,1439323774.0,0.0,0.0,22475.08011388889,7916.455444444444,24.34390276111111,25225.242
70,281,Germany,1951,576.866,70300011.0,461743926336.0,0.0,0.0,0.0,0.0,0
71,282,Germany,1952,610.981,70620275.0,501792173664.0,0.0,0.0,0.0,0.0,0
72,283,Germany,1953,623.492,70929839.0,543743745048.0,0.0,0.0,0.0,0.0,0
73,284,Germany,1954,659.732,71233393.0,584376913860.0,0.0,0.0,0.0,0.0,0
74,285,Germany,1955,723.498,71537454.0,648607454880.0,0.0,0.0,0.0,0.0,0
75,286,Germany,1956,766.191,71850645.0,695152392228.0,0.0,0.0,0.0,0.0,0
76,287,Germany,1957,777.908,72183453.0,734905326012.0,0.0,0.0,0.0,0.0,0
77,288,Germany,1958,756.379,72547581.0,767711425413.0,0.0,0.0,0.0,0.0,0
78,289,Germany,1959,755.795,72954885.0,823838478320.0,0.0,0.0,0.0,0.0,0
79,290,Germany,1960,813.95,73414229.0,890210033058.0,0.0,0.0,0.0,0.0,0
80,291,Germany,1961,834.84,73928077.0,926835900900.0,0.0,0.0,0.0,0.0,2213
81,292,Germany,1962,883.169,74489450.0,966424867402.0,0.0,0.0,0.0,0.0,0
82,293,Germany,1963,945.498,75080749.0,993706255420.0,0.0,0.0,0.0,0.0,0
83,294,Germany,1964,968.917,75677305.0,1054006832244.0,0.0,0.0,0.0,0.0,0
84,295,Germany,1965,960.102,76258034.0,1107504056342.0,2966.383,0.0,1020.5697775,0.0,0
85,296,Germany,1966,951.422,76819570.0,1140349172772.0,2973.846,0.0,1141.8321536111112,0.0,0
86,297,Germany,1967,936.229,77357251.0,1143923057487.0,2966.376,0.0,1187.4216194444446,0.0,0
87,298,Germany,1968,984.791,77847179.0,1204136536923.0,3167.281,0.0,1331.1227330555555,0.0,0
88,299,Germany,1969,1052.001,78260756.0,1283751440208.0,3417.028,0.0,1496.9417344444446,0.0,0
89,300,Germany,1970,1026.022,78578381.0,1343859724428.0,3607.108,0.0,1644.0703369444443,0.0,0
90,301,Germany,1971,1037.237,78789931.0,1383509096813.0,3640.362,0.0,1712.531765,0.0,4141
91,302,Germany,1972,1041.481,78901826.0,1440601427488.0,3766.868,0.0,1807.816429722222,0.0,0
92,303,Germany,1973,1085.738,78932455.0,1505896496280.0,3983.469,0.0,1927.148006111111,0.0,0
93,304,Germany,1974,1062.727,78909808.0,1518360882236.0,3913.56,0.0,1748.5242405555557,0.0,0
94,305,Germany,1975,1002.447,78856031.0,1510149863725.0,3759.606,0.0,1698.330064722222,0.0,0
95,306,Germany,1976,1090.84,78781740.0,1583048312626.0,4012.132,0.0,1834.9529783333328,0.0,0
96,307,Germany,1977,1052.609,78687323.0,1628636027001.0,4001.062,0.0,1812.365522222222,0.0,0
97,308,Germany,1978,1079.133,78573588.0,1674283089078.0,4145.723,0.0,1890.2781072222224,0.0,0
98,309,Germany,1979,1117.888,78438171.0,1741603218060.0,4375.909,0.0,1949.9529905555555,0.0,0
99,310,Germany,1980,1100.066,78283101.0,1761467946288.0,4231.683,0.0,1764.3438327777776,0.0,0
100,311,Germany,1981,1048.523,78107860.0,1768196471990.0,4099.005,1731.1663522222225,1601.3844027777775,0.0,4116
101,312,Germany,1982,1015.734,77926016.0,1753143253080.0,3953.765,1738.716392777778,1513.8575741666666,0.0,0
102,313,Germany,1983,1011.605,77770210.0,1784298600200.0,4009.86,1642.87059,1482.4480972222225,0.0,0
103,314,Germany,1984,1033.245,77682293.0,1834585164008.0,4156.77,1662.8279141666667,1477.5570008333334,0.0,0
104,315,Germany,1985,1044.118,77691591.0,1874769860631.0,4278.25,1728.615478888889,1522.7412666666664,0.0,0
105,316,Germany,1986,1047.472,77806136.0,1916181399645.0,4242.895,1669.0493625,1604.2206786111112,0.0,0
106,317,Germany,1987,1032.443,78015742.0,1945055844046.0,4278.47,1616.066233888889,1562.007814722222,0.0,0
107,318,Germany,1988,1029.024,78307525.0,2009989504148.0,4292.122,1603.5988458333334,1562.9131072222224,0.0,0
108,319,Germany,1989,1008.792,78660301.0,2075675215202.0,4246.536,1530.111064166667,1468.3829927777776,0.0,0
109,320,Germany,1990,1052.477,79053984.0,2015547584054.0,4179.821,1454.1818855555557,1537.2931955555557,0.0,0
110,321,Germany,1991,1014.225,79490831.0,2140549465365.24,4078.245,1234.5307444444445,1607.614636666667,0.0,5035.0
111,322,Germany,1992,965.893,79963166.0,2206446064137.79,3995.812,1135.4910716666668,1621.6551127777775,0.0,0
112,323,Germany,1993,956.132,80428557.0,2210102276981.44,3978.087,1021.6923783333332,1646.8728230555555,0.0,0
113,324,Germany,1994,939.815,80832928.0,2290161121056.48,3940.492,941.4317369444444,1631.9727644444442,0.0,4356.138
114,325,Germany,1995,938.968,81138653.0,2356396796746.18,3960.508,919.3460666666666,1631.1295291666663,0.0,4667.0
115,326,Germany,1996,959.151,81323666.0,2402605762968.02,4091.461,860.4739705555555,1658.878005277778,0.0,4843.0
116,327,Germany,1997,931.324,81399250.0,2474738123839.62,4038.086,824.1913297222221,1648.9271072222225,0.0,5023.0
117,328,Germany,1998,923.357,81402671.0,2552402652260.88,4006.192,756.0475836111111,1650.717191111111,0.0,5727.0
118,329,Germany,1999,895.874,81389935.0,2632654443340.8,3949.311,735.9454858333334,1601.107261111111,0.0,5688.0
119,330,Germany,2000,899.852,81400883.0,2741356982555.64,3974.284,706.0866816666667,1570.4347999999998,0.0,5198.0
120,331,Germany,2001,916.649,81453894.0,2819462587658.78,4044.479,677.5280352777778,1590.9634,0.0,5691.677
121,332,Germany,2002,899.971,81535124.0,2851463027414.68,3990.889,679.461833611111,1537.7799619444445,0.0,5144.714
122,333,Germany,2003,901.152,81614371.0,2863394153608.68,3987.042,672.2003911111111,1507.717065,0.0,5506.629
123,334,Germany,2004,887.089,81646474.0,2929753919858.32,3983.189,679.3446761111112,1490.490135,0.0,5569.954
124,335,Germany,2005,866.697,81602739.0,2983874316646.51,3934.98,657.9307961111111,1460.0576019444443,0.0,5757.71
125,336,Germany,2006,878.32,81472235.0,3129394649394.59,4031.456,620.4535169444445,1457.2371772222225,0.0,5819.614
126,337,Germany,2007,851.624,81277836.0,3268102813351.82,3858.342,632.8358797222222,1319.4585586111111,0.0,6213.46
127,338,Germany,2008,854.927,81065751.0,3340932948399.25,3896.741,582.6158280555555,1399.0693452777775,0.0,6045.73
128,339,Germany,2009,790.295,80899961.0,3189039980940.45,3653.974,539.8027386111111,1339.8383677777776,0.0,5209.857
129,340,Germany,2010,832.949,80827001.0,3356793235783.03,3807.278,533.7950008333333,1357.644269722222,0.0,5905.985
130,341,Germany,2011,809.217,80855629.0,3519131413270.23,3667.27,543.4825008333333,1313.2708238888888,0.0,6311.318
131,342,Germany,2012,813.985,80972629.0,3536438243308.8,3713.573,555.5952786111111,1305.3892883333333,0.0,5797.471
132,343,Germany,2013,831.454,81174373.0,3553715173226.16,3818.325,524.7561119444445,1334.2623944444445,0.0,5877.332
133,344,Germany,2014,792.588,81450370.0,3610400694207.02,3657.303,513.2765091666666,1298.3180422222222,0.0,6051.338
134,345,Germany,2015,795.61,81787411.0,3672553143586.36,3722.186,497.90944527777776,1296.5422633333335,0.0,6186.364
135,346,Germany,2016,800.687,82193770.0,3735419097107.14,3783.259,460.9722230555556,1323.3187280555555,0.0,6210.962
136,347,Germany,2017,785.883,82658409.0,3827498210355.11,3828.887,458.4444875,1352.042936111111,0.0,6070.267
137,348,Germany,2018,754.112,83124413.0,3885961291103.28,3733.154,439.4076233333333,1286.682612777778,0.0,5554.209
138,349,Germany,2019,711.428,83517046.0,0.0,3649.975,330.5277783333333,1294.7367430555555,0.0,5076.349
139,350,Germany,2020,644.31,83783945.0,0.0,0.0,272.0000005555556,1169.139651111111,0.0,3833.693
140,444,India,1951,64.1,382376945.0,362445000000.0,0.0,0.0,0.0,0.0,0
141,445,India,1952,67.509,388799076.0,373116000000.0,0.0,0.0,0.0,0.0,0
142,446,India,1953,68.789,395544365.0,396813000000.0,0.0,0.0,0.0,0.0,0
143,447,India,1954,72.5,402578594.0,413406000000.0,0.0,0.0,0.0,0.0,0
144,448,India,1955,78.879,409880606.0,423654000000.0,0.0,0.0,0.0,0.0,0
145,449,India,1956,81.749,417442811.0,447917000000.0,0.0,0.0,0.0,0.0,0
146,450,India,1957,91.739,425270709.0,443356000000.0,0.0,0.0,0.0,0.0,0
147,451,India,1958,95.924,433380978.0,476938000000.0,0.0,0.0,0.0,0.0,0
148,452,India,1959,101.561,441798571.0,486918000000.0,0.0,0.0,0.0,0.0,0
149,453,India,1960,111.45,450547675.0,520800000000.0,0.0,0.0,0.0,0.0,0
150,454,India,1961,120.539,459642166.0,536352000000.0,0.0,0.0,0.0,0.0,54
151,455,India,1962,132.729,469077191.0,548432000000.0,0.0,0.0,0.0,0.0,0
152,456,India,1963,142.601,478825602.0,576288000000.0,0.0,0.0,0.0,0.0,0
153,457,India,1964,139.639,488848139.0,620466000000.0,0.0,0.0,0.0,0.0,0
154,458,India,1965,153.868,499123328.0,596065000000.0,616.017,0.0,146.99513249999998,0.0,0
155,459,India,1966,159.54,509631509.0,601425000000.0,634.827,0.0,164.14968166666668,0.0,0
156,460,India,1967,159.726,520400577.0,650716000000.0,654.42,0.0,169.36022805555555,0.0,0
157,461,India,1968,174.246,531513834.0,668220000000.0,699.353,0.0,189.7708955555556,0.0,0
158,462,India,1969,177.589,543084333.0,712563000000.0,775.25,0.0,227.92883388888887,0.0,0
159,463,India,1970,181.899,555189797.0,748744000000.0,758.209,0.0,226.8914472222222,0.0,0
160,464,India,1971,192.145,567868021.0,755656000000.0,788.346,0.0,243.3324633333333,0.0,89
161,465,India,1972,203.227,581087255.0,753543000000.0,829.997,0.0,262.3832572222222,0.0,0
162,466,India,1973,209.291,594770136.0,788800000000.0,847.024,0.0,276.9590755555556,0.0,0
163,467,India,1974,216.061,608802595.0,796992000000.0,897.931,0.0,271.5429611111111,0.0,0
164,468,India,1975,234.439,623102900.0,868010000000.0,964.775,0.0,278.0928344444444,0.0,0
165,469,India,1976,244.99,637630085.0,878540000000.0,1011.859,0.0,293.2586933333333,0.0,0
166,470,India,1977,259.215,652408766.0,947196000000.0,1070.096,0.0,315.0440355555555,0.0,0
167,471,India,1978,263.398,667499815.0,997920000000.0,1110.771,0.0,342.3745161111111,0.4447047452777778,0
168,472,India,1979,276.542,682995348.0,947528000000.0,1173.112,0.0,369.4727558333333,0.48731676166666665,0
169,473,India,1980,291.992,698952837.0,1015105000000.0,1208.518,0.0,376.81617666666665,0.5153171858333333,0
170,474,India,1981,315.266,715384997.0,1077444000000.0,1338.55,741.7437705555556,405.65528416666666,0.5812005738888889,149
171,475,India,1982,325.684,732239498.0,1111560000000.0,1326.986,734.2449466666666,422.6563377777778,0.6255914233333334,0
172,476,India,1983,352.53,749428958.0,1202349000000.0,1396.258,776.8370233333334,444.352945,0.6602127297222222,0
173,477,India,1984,361.889,766833411.0,1248910000000.0,1491.058,815.0645816666668,477.06703111111113,0.7177200930555556,0
174,478,India,1985,397.953,784360012.0,1298600000000.0,1574.709,841.7091413888888,517.6357952777778,0.759587651111111,0
175,479,India,1986,426.699,801975250.0,1353105000000.0,1685.871,905.4258408333332,544.2594613888889,0.8213148125,0
176,480,India,1987,455.759,819682095.0,1412884000000.0,1793.763,992.4842980555557,561.7667794444445,0.8884961669444444,0
177,481,India,1988,492.144,837468938.0,1560090000000.0,1952.152,1055.135536666667,616.5007922222222,0.9469304366666667,0
178,482,India,1989,541.135,855334675.0,1663728000000.0,2131.818,1147.4272988888888,667.7726452777778,1.0125548433333333,0
179,483,India,1990,578.518,873277799.0,1750993000000.0,2287.88,1236.1666416666667,694.0582169444444,1.0768652530555556,0
180,484,India,1991,615.925,891273202.0,1762411487335.5,2412.731,1321.8241572222223,706.1010913888889,1.1633361697222222,355.0
181,485,India,1992,656.033,909307018.0,1842360478877.06,2537.411,1395.09842,744.1865680555555,1.2240841258333333,0
182,486,India,1993,677.916,927403866.0,1931870520299.62,2600.666,1441.3691508333332,752.0428072222222,1.2847480722222222,0
183,487,India,1994,716.918,945601828.0,2039524753445.43,2739.064,1466.0951438888887,808.2667119444444,1.3516023644444444,474.583
184,488,India,1995,762.121,963922586.0,2171040967817.07,2945.224,1547.9033094444444,901.3517069444443,1.4248986322222221,636.0
185,489,India,1996,825.919,982365248.0,2323733022674.67,3064.73,1658.954409166667,972.7613561111112,1.4811960741666668,762.0
186,490,India,1997,859.686,1000900028.0,2403114128313.91,3235.209,1713.905461111111,1039.8557002777775,1.535864398888889,746.0
187,491,India,1998,877.698,1019483586.0,2541494217890.1,3430.188,1703.4461805555554,1113.5074894444444,1.5330572191666667,513.0
188,492,India,1999,951.749,1038058154.0,2681321153303.88,3522.526,1666.204333611111,1222.5789322222222,1.6329001238888887,780.0
189,493,India,2000,978.919,1056575548.0,2773211135906.04,3705.991,1771.1917686111112,1281.2372202777776,1.6781733308333333,796.0
190,494,India,2001,992.56,1075000094.0,2906877974715.2,3725.269,1793.7571027777776,1285.022191111111,1.715142700277778,824.976
191,495,India,2002,1023.027,1093317187.0,2989575556471.24,3896.828,1873.271523611111,1311.6342847222222,1.7752459136111112,891.946
192,496,India,2003,1059.616,1111523146.0,3212953734998.67,4046.676,1954.7338625,1336.1465597222225,1.8164640477777778,1160.525
193,497,India,2004,1125.471,1129623466.0,3454210812182.42,4341.576,2110.971557222222,1414.2178,2.0147956294444445,1511.171
194,498,India,2005,1185.953,1147609924.0,3709371084176.35,4600.812,2207.1597905555554,1438.1441008333331,2.123235927777778,1642.057
195,499,India,2006,1259.744,1165486291.0,4024058556640.22,4836.163,2303.6852280555554,1519.2104130555556,2.2478003533333335,1957.755
196,500,India,2007,1358.152,1183209471.0,4355554151801.83,5258.09,2446.7547802777776,1622.9005794444445,2.4519347141666663,2249.76
197,501,India,2008,1462.815,1200669762.0,4601841953785.29,5556.898,2647.5125172222224,1704.7189841666666,2.7118500252777777,2315.632
198,502,India,2009,1612.817,1217726217.0,4945730831162.09,5978.99,2857.7709750000004,1793.476788611111,3.011356538888889,2642.502
199,503,India,2010,1677.888,1234281163.0,5314516588695.22,6265.202,2937.109108333333,1832.5694794444444,3.2391280055555556,3553.803
200,504,India,2011,1780.13,1250287939.0,5675666756800.0,6633.464,2915.2169166666667,1920.2164416666667,3.4187513555555555,3940.36
201,505,India,2012,1963.586,1265780243.0,5949387825048.0,6975.954,2966.210461111111,2036.4174927777776,3.78206425,4148.969
202,506,India,2013,2036.937,1280842119.0,6320316113568.0,7243.602,2974.1167638888887,2051.2621980555555,3.980165611111111,3896.088
203,507,India,2014,2185.856,1295600768.0,6754741200528.0,7739.36,3133.723813888889,2107.812655,4.442317563888889,3864.56
204,508,India,2015,2268.567,1310152392.0,7259602584350.0,7991.9,3268.103052777777,2277.9543552777777,4.360651347222222,4150.284
205,509,India,2016,2382.223,1324517250.0,7767449564875.0,8352.07,3301.831066666666,2498.029175,4.284401313888889,4488.964
206,510,India,2017,2433.856,1338676779.0,8275647103924.94,8704.049,3329.752880555556,2571.8873769444444,4.547081025,4782.916
207,511,India,2018,2599.806,1352642283.0,8835757694781.25,9250.506,3555.3446833333333,2688.0353916666663,4.811457988888889,5174.755
208,512,India,2019,2625.968,1366417756.0,0.0,9460.984,3499.011711111112,2774.3929855555552,4.8373674638888895,4515.868
209,513,India,2020,2441.792,1380004385.0,0.0,0.0,3522.9658138888885,2505.8961186111114,4.591836269444444,3393.497
210,597,Japan,1951,123.458,84316265.0,288620280872.0,0.0,0.0,0.0,0.0,0
211,598,Japan,1952,130.406,85659438.0,321973409100.0,0.0,0.0,0.0,0.0,0
212,599,Japan,1953,145.77,86869979.0,345711962872.0,0.0,0.0,0.0,0.0,0
213,600,Japan,1954,142.534,87980574.0,365311019472.0,0.0,0.0,0.0,0.0,0
214,601,Japan,1955,141.875,89018255.0,396713120020.0,0.0,0.0,0.0,0.0,0
215,602,Japan,1956,160.636,90004180.0,426510425489.0,0.0,0.0,0.0,0.0,0
216,603,Japan,1957,188.067,90953812.0,457723481991.0,0.0,0.0,0.0,0.0,0
217,604,Japan,1958,181.161,91877637.0,484394331596.0,0.0,0.0,0.0,0.0,0
218,605,Japan,1959,192.62,92782242.0,528525046390.0,0.0,0.0,0.0,0.0,0
219,606,Japan,1960,232.5,93673612.0,597858267852.0,0.0,0.0,0.0,0.0,0
220,607,Japan,1961,282.787,94560714.0,669824932115.0,0.0,0.0,0.0,0.0,1039
221,608,Japan,1962,292.864,95458517.0,729662997798.0,0.0,0.0,0.0,0.0,0
222,609,Japan,1963,324.835,96389422.0,791534421440.0,0.0,0.0,0.0,0.0,0
223,610,Japan,1964,358.891,97379402.0,883860322345.0,0.0,0.0,0.0,0.0,0
224,611,Japan,1965,386.471,98447007.0,935329889106.0,1809.931,0.0,1013.7703088888888,0.0,0
225,612,Japan,1966,419.245,99596075.0,1034825493960.0,1999.612,0.0,1155.058701388889,0.0,0
226,613,Japan,1967,489.307,100822283.0,1149408180600.0,2292.715,0.0,1417.9683577777778,0.0,0
227,614,Japan,1968,561.913,102124002.0,1297449551200.0,2556.479,0.0,1645.9990908333334,0.0,0
228,615,Japan,1969,653.215,103496032.0,1459365549495.0,2913.557,0.0,1948.934828055556,0.0,0
229,616,Japan,1970,767.963,104929260.0,1615677561932.0,3257.581,0.0,2296.707862222222,0.0,0
230,617,Japan,1971,796.544,106427102.0,1691571363144.0,3468.104,0.0,2535.339743333333,0.0,5811
231,618,Japan,1972,852.17,107976030.0,1833991351030.0,3633.553,0.0,2708.699282222222,0.0,0
232,619,Japan,1973,914.265,109528514.0,1981290082122.0,4036.377,0.0,3111.068122222222,0.0,0
233,620,Japan,1974,914.306,111022692.0,1957033295030.0,4052.26,0.0,2995.7980527777777,0.0,0
234,621,Japan,1975,868.511,112413362.0,2017465083512.0,3870.189,0.0,2827.1126777777777,0.0,0
235,622,Japan,1976,907.145,113679190.0,2097612042600.0,4011.589,0.0,2940.281613888889,0.0,0
236,623,Japan,1977,933.238,114827826.0,2189767655790.0,4041.807,0.0,3019.2486166666663,0.0,0
237,624,Japan,1978,901.59,115879222.0,2305152994660.0,4209.871,0.0,3123.159075,0.5469789372222222,0
238,625,Japan,1979,953.071,116867356.0,2431613023242.0,4375.224,0.0,3155.7864916666663,0.6035613669444444,0
239,626,Japan,1980,944.869,117816942.0,2500143641836.0,4244.663,0.0,2837.0127194444444,0.7058216808333333,0
240,627,Japan,1981,926.835,118732838.0,2579316769008.0,4185.551,113.17465833333333,2681.8059372222224,0.7894408622222222,11180
241,628,Japan,1982,897.408,119605254.0,2658129616560.0,4020.062,114.60848638888888,2498.63574,0.7753532197222223,0
242,629,Japan,1983,880.909,120427643.0,2719951186945.0,4073.354,111.029005,2498.7277375,0.7401997283333334,0
243,630,Japan,1984,937.07,121189269.0,2826577044956.0,4421.824,108.36066416666668,2643.381209722222,0.835557353611111,0
244,631,Japan,1985,912.401,121883483.0,2950873684395.0,4451.01,106.60346416666668,2509.713156111111,0.8746404033333334,0
245,632,Japan,1986,912.26,122509119.0,3036325889696.0,4456.493,104.19544944444444,2534.758868611111,0.8354736452777778,0
246,633,Japan,1987,902.53,123072720.0,3162653682800.0,4546.668,84.93133138888889,2547.061288611111,0.8134933361111112,0
247,634,Japan,1988,985.464,123584522.0,3358737909000.0,4837.037,73.08650194444445,2738.848573611111,0.8967993983333333,0
248,635,Japan,1989,1021.682,124058517.0,3520997607500.0,5003.158,66.31802805555556,2846.182611111111,0.8892044652777777,0
249,636,Japan,1990,1158.007,124505243.0,3699821562651.0,5168.547,53.7573025,2963.163222222222,0.9081645611111111,0
250,637,Japan,1991,1169.692,124929764.0,3824698490013.9,5295.965,52.39059138888889,2995.824780555556,0.9378710933333333,13245.0
251,638,Japan,1992,1179.396,125331300.0,3855720194208.01,5361.678,49.46192472222222,3063.815872222222,0.9090488866666667,0
