country,year,co2,population,gdp,primary_energy_consumption,Coal Production - TWh,Oil Consumption - TWh,Coal Consumption - TWh,Cars Produced - Thousands
United States,1994,5358.824,262241204.0,10232022095755.9,23712.755,6181.448844444444,9619.746913888888,5.512193683333334,12239.288
United States,1995,5421.502,265163740.0,10510263403545.8,24222.295,6161.255727777778,9597.527172222222,5.498005255555556,11995.248
United States,1996,5610.582,268335007.0,10909166962298.9,25035.434,6345.1793333333335,9947.13924722222,5.706030713888889,11830.157
United States,1997,5686.465,271713634.0,11398757037580.9,25225.64,6489.806141666666,10079.768216666667,5.852684972222222,12130.575
United States,1998,5731.05,275175309.0,11906028764803.4,25391.342,6694.603355555555,10251.11231111111,5.87253805,12002.663
United States,1999,5804.669,278548148.0,12463819225180.0,25840.805,6485.756902777777,10537.092891666667,5.924786119444444,13024.978
United States,2000,6010.508,281710914.0,12973842114208.7,26427.463,6329.957919444444,10654.133475,6.181365491666667,12773.714
United States,2001,5904.882,284607992.0,13100471023245.5,25804.055,6555.920666666667,10636.848424999998,6.0883796638888885,11424.689
United States,2002,5946.771,287279312.0,13334491259387.6,26177.526,6329.052719444444,10642.413158333333,6.1746044527777775,12279.582
United States,2003,6011.837,289815567.0,13708809342467.6,26259.752,6151.262175,10803.682458333333,6.1615293583333335,12087.028
United States,2004,6114.007,292354663.0,14227881723039.1,26776.886,6362.425397222221,11197.866936111111,6.373088072222222,11960.354
United States,2005,6134.521,294993509.0,14703731926204.1,26788.164,6455.162180555556,11214.07823611111,6.4701797305555555,11946.653
United States,2006,6051.668,297758977.0,15095883825899.2,26571.789,6623.4182388888885,11070.909027777778,6.374198341666667,11260.277
United States,2007,6131.004,300608425.0,15364464463208.4,26943.482,6540.788919444445,11001.755522222222,6.431168997222223,10752.31
United States,2008,5914.078,303486022.0,15319730510090.9,26277.996,6640.640522222223,10273.69516388889,6.323379533333333,8672.141
United States,2009,5478.21,306307565.0,14894294049817.7,24978.914,6020.422702777778,9737.244622222222,5.637504716666667,5709.431
United States,2010,5675.786,309011469.0,15270621692550.6,25825.74,6135.828155555555,9891.227891666667,5.833684563888888,7743.093
United States,2011,5540.173,311584051.0,15509302195602.5,25580.121,6186.828952777778,9696.931541666669,5.555978691666667,8655.003
United States,2012,5338.698,314043885.0,15849635251847.4,24913.288,5756.809200000001,9475.43988888889,4.924916625,10332.626
United States,2013,5474.257,316400539.0,16108428789894.6,25582.098,5568.713388888889,9638.894397222222,5.033402336111111,11066.432
United States,2014,5522.807,318673422.0,16482662331867.2,25848.401,5647.89561111111,9705.043622222222,5.025801433333334,11660.702
United States,2015,5371.771,320878312.0,16902578824808.6,25596.966,4996.507202777778,9905.574730555556,4.359696244444445,12105.49
United States,2016,5248.024,323015992.0,17162557226290.5,25560.52,4083.574497222222,9979.081169444446,3.9720149444444446,12177.82
United States,2017,5207.751,325084758.0,17596283630286.2,25647.389,4350.378661111111,10076.847455555557,3.8547894138888887,11189.985
United States,2018,5375.491,327096263.0,18140645383318.5,26556.388,4277.451369444444,10317.512122222222,3.7354773138888886,11297.19
United States,2019,5255.816,329064917.0,,26291.355,3969.054133333333,10314.442883333331,3.2041232,10892.884
United States,2020,4712.771,331002647.0,,,2976.3230666666664,9038.97414722222,2.6170083325,8821.026
